"CAI_IND"|"Indicator"|"LOCATION"|"Country"|"TIME"|"Time"|"Value"|"Flag Codes"|"Flags"
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"SVK"|"Slovakia"|"2005"|"2005"|3.7||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"SWE"|"Sweden"|"2005"|"2005"|2.2||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"TUR"|"Turkey"|"2005"|"2005"|0.1||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"ALB"|"Albania"|"2005"|"2005"|2||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"AZE"|"Azerbaijan"|"2005"|"2005"|33.3||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"BIH"|"Bosnia and Herzegovina"|"2005"|"2005"|45.3||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"BRA"|"Brazil"|"2005"|"2005"|15||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"CMR"|"Cameroon"|"2005"|"2005"|2.9||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"CPV"|"Cabo Verde"|"2005"|"2005"|10||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"CYM"|"Cayman Islands"|"2005"|"2005"|18.2||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"CHN"|"China"|"2005"|"2005"|100||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"COL"|"Colombia"|"2006"|"2006"|21.8||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"COG"|"Congo"|"2005"|"2005"|37.5||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"HRV"|"Croatia"|"2005"|"2005"|14.8||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"CUB"|"Cuba"|"2005"|"2005"|100||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"CYP"|"Cyprus"|"2005"|"2005"|2||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"COD"|"Democratic Republic of the Congo"|"2005"|"2005"|1||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"DJI"|"Djibouti"|"2004"|"2004"|50||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"DOM"|"Dominican Republic"|"2005"|"2005"|5.1||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"ECU"|"Ecuador"|"2005"|"2005"|7.5||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"EGY"|"Egypt"|"2005"|"2005"|50||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"EST"|"Estonia"|"2005"|"2005"|5.9||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"ETH"|"Ethiopia"|"2005"|"2005"|62.5||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"GHA"|"Ghana"|"2005"|"2005"|14.1||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"GTM"|"Guatemala"|"2005"|"2005"|1.5||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"HTI"|"Haiti"|"2006"|"2006"|0.6||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"HKG"|"China, Hong Kong Special Administrative Region"|"2005"|"2005"|50||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"IND"|"India"|"2005"|"2005"|4.3||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"JOR"|"Jordan"|"2005"|"2005"|46.7||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"LVA"|"Latvia"|"2005"|"2005"|3.6||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"LBN"|"Lebanon"|"2005"|"2005"|9.1||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"LTU"|"Lithuania"|"2005"|"2005"|3.8||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"MKD"|"North Macedonia"|"2005"|"2005"|31.6||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"MLT"|"Malta"|"2005"|"2005"|18.8||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"MRT"|"Mauritania"|"2006"|"2006"|100||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"MUS"|"Mauritius"|"2005"|"2005"|25||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"MDA"|"Republic of Moldova"|"2005"|"2005"|8.9||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"MNG"|"Mongolia"|"2005"|"2005"|14||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"MMR"|"Myanmar"|"2005"|"2005"|100||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"NPL"|"Nepal"|"2005"|"2005"|1.8||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"NIC"|"Nicaragua"|"2005"|"2005"|1.2||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"NER"|"Niger"|"2005"|"2005"|14.3||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"NGA"|"Nigeria"|"2005"|"2005"|76.5||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"PSE"|"Palestine"|"2005"|"2005"|3||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"PAK"|"Pakistan"|"2005"|"2005"|57.6||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"PAN"|"Panama"|"2005"|"2005"|2.2||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"PNG"|"Papua New Guinea"|"2005"|"2005"|2.3||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"PRY"|"Paraguay"|"2005"|"2005"|0.4||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"PER"|"Peru"|"2005"|"2005"|0.1||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"ROU"|"Romania"|"2005"|"2005"|0.7||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"LCA"|"Saint Lucia"|"2005"|"2005"|18.2||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"VCT"|"Saint Vincent and the Grenadines"|"2006"|"2006"|10||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"ZAF"|"South Africa"|"2005"|"2005"|16.7||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"SUR"|"Suriname"|"2005"|"2005"|4.9||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"TZA"|"United Republic of Tanzania"|"2005"|"2005"|5.1||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"TGO"|"Togo"|"2005"|"2005"|2.5||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"TKL"|"Tokelau"|"2005"|"2005"|100||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"UGA"|"Uganda"|"2005"|"2005"|2||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"UKR"|"Ukraine"|"2005"|"2005"|4.4||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"URY"|"Uruguay"|"2005"|"2005"|8.8||
"BPBI_RA_PU"|"Percentage of government (public) radio institutions"|"XDN"|"Sudan (pre-secession)"|"2005"|"2005"|83.3||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"AUT"|"Austria"|"2005"|"2005"|1.4||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"CZE"|"Czechia"|"2005"|"2005"|0.9||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"FRA"|"France"|"2005"|"2005"|7.1||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"DEU"|"Germany"|"2005"|"2005"|5.1||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"HUN"|"Hungary"|"2005"|"2005"|25.7||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"ISL"|"Iceland"|"2005"|"2005"|10||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"KOR"|"Republic of Korea"|"2005"|"2005"|5.6||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"LUX"|"Luxembourg"|"2005"|"2005"|50||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"NOR"|"Norway"|"2005"|"2005"|4.9||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"POL"|"Poland"|"2005"|"2005"|4||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"PRT"|"Portugal"|"2006"|"2006"|12.5||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"SVK"|"Slovakia"|"2005"|"2005"|1.1||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"SWE"|"Sweden"|"2005"|"2005"|1.2||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"TUR"|"Turkey"|"2005"|"2005"|0.2||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"ALB"|"Albania"|"2005"|"2005"|1.4||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"ABW"|"Aruba"|"2005"|"2005"|33.3||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"AZE"|"Azerbaijan"|"2005"|"2005"|11.8||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"BIH"|"Bosnia and Herzegovina"|"2005"|"2005"|23.7||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"BRA"|"Brazil"|"2005"|"2005"|10||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"CMR"|"Cameroon"|"2005"|"2005"|1.2||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"CPV"|"Cabo Verde"|"2005"|"2005"|100||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"CHL"|"Chile"|"2004"|"2004"|0.8||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"CHN"|"China"|"2005"|"2005"|100||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"COL"|"Colombia"|"2006"|"2006"|26.4||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"COG"|"Congo"|"2005"|"2005"|100||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"CIV"|"Côte d'Ivoire"|"2005"|"2005"|75||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"HRV"|"Croatia"|"2005"|"2005"|6.3||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"CUB"|"Cuba"|"2005"|"2005"|100||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"CYP"|"Cyprus"|"2005"|"2005"|7.7||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"COD"|"Democratic Republic of the Congo"|"2005"|"2005"|2.3||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"DJI"|"Djibouti"|"2004"|"2004"|50||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"DOM"|"Dominican Republic"|"2005"|"2005"|2.2||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"ECU"|"Ecuador"|"2005"|"2005"|2||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"EGY"|"Egypt"|"2005"|"2005"|12.5||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"ETH"|"Ethiopia"|"2005"|"2005"|100||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"GMB"|"Gambia"|"2005"|"2005"|100||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"GHA"|"Ghana"|"2005"|"2005"|7.1||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"GTM"|"Guatemala"|"2005"|"2005"|6.1||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"HTI"|"Haiti"|"2006"|"2006"|3.1||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"HKG"|"China, Hong Kong Special Administrative Region"|"2005"|"2005"|28.6||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"IND"|"India"|"2005"|"2005"|1.2||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"JAM"|"Jamaica"|"2005"|"2005"|25||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"JOR"|"Jordan"|"2005"|"2005"|100||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"LVA"|"Latvia"|"2005"|"2005"|4.5||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"LBN"|"Lebanon"|"2005"|"2005"|10||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"LTU"|"Lithuania"|"2005"|"2005"|5.6||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"MKD"|"North Macedonia"|"2005"|"2005"|17.2||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"MLT"|"Malta"|"2005"|"2005"|33.3||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"MRT"|"Mauritania"|"2006"|"2006"|100||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"MUS"|"Mauritius"|"2005"|"2005"|33.3||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"MDA"|"Republic of Moldova"|"2005"|"2005"|10||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"MCO"|"Monaco"|"2005"|"2005"|50||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"MNG"|"Mongolia"|"2005"|"2005"|48.6||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"MMR"|"Myanmar"|"2005"|"2005"|100||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"NPL"|"Nepal"|"2005"|"2005"|16.7||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"NIC"|"Nicaragua"|"2005"|"2005"|6.7||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"NER"|"Niger"|"2005"|"2005"|60||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"NGA"|"Nigeria"|"2005"|"2005"|86.7||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"PSE"|"Palestine"|"2005"|"2005"|3.2||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"PAK"|"Pakistan"|"2005"|"2005"|17.3||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"PAN"|"Panama"|"2005"|"2005"|5.9||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"PER"|"Peru"|"2005"|"2005"|0.2||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"ROU"|"Romania"|"2005"|"2005"|0.5||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"RWA"|"Rwanda"|"2006"|"2006"|50||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"LCA"|"Saint Lucia"|"2005"|"2005"|25||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"ZAF"|"South Africa"|"2005"|"2005"|33.3||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"SUR"|"Suriname"|"2005"|"2005"|7.4||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"TZA"|"United Republic of Tanzania"|"2005"|"2005"|4.5||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"TGO"|"Togo"|"2005"|"2005"|16.7||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"UGA"|"Uganda"|"2005"|"2005"|15.4||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"UKR"|"Ukraine"|"2005"|"2005"|4.3||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"URY"|"Uruguay"|"2005"|"2005"|10.5||
"BPBI_TV_PU"|"Percentage of government (public) television institutions"|"XDN"|"Sudan (pre-secession)"|"2005"|"2005"|100||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"AUS"|"Australia"|"2005"|"2005"|130.5||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"AUT"|"Austria"|"2005"|"2005"|63||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"CZE"|"Czechia"|"2005"|"2005"|72||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"FIN"|"Finland"|"2005"|"2005"|77||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"FRA"|"France"|"2005"|"2005"|17.4||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"HUN"|"Hungary"|"2005"|"2005"|14||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"ISL"|"Iceland"|"2005"|"2005"|9||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"LUX"|"Luxembourg"|"2005"|"2005"|20||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"NOR"|"Norway"|"2005"|"2005"|123.5||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"POL"|"Poland"|"2005"|"2005"|9.6||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"PRT"|"Portugal"|"2006"|"2006"|335||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"SVK"|"Slovakia"|"2005"|"2005"|26||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"SWE"|"Sweden"|"2005"|"2005"|45||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"TUR"|"Turkey"|"2005"|"2005"|1265||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"ALB"|"Albania"|"2005"|"2005"|49||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"AZE"|"Azerbaijan"|"2005"|"2005"|2||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"BIH"|"Bosnia and Herzegovina"|"2005"|"2005"|1.2||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"BRA"|"Brazil"|"2005"|"2005"|5.7||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"CMR"|"Cameroon"|"2005"|"2005"|34||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"CPV"|"Cabo Verde"|"2005"|"2005"|9||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"CYM"|"Cayman Islands"|"2005"|"2005"|4.5||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"COL"|"Colombia"|"2006"|"2006"|3.6||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"COG"|"Congo"|"2005"|"2005"|1.7||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"HRV"|"Croatia"|"2005"|"2005"|5.8||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"CYP"|"Cyprus"|"2005"|"2005"|49||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"COD"|"Democratic Republic of the Congo"|"2005"|"2005"|102||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"DJI"|"Djibouti"|"2004"|"2004"|1||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"DOM"|"Dominican Republic"|"2005"|"2005"|18.7||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"ECU"|"Ecuador"|"2005"|"2005"|12.4||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"EGY"|"Egypt"|"2005"|"2005"|1||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"EST"|"Estonia"|"2005"|"2005"|16||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"ETH"|"Ethiopia"|"2005"|"2005"|0.6||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"GHA"|"Ghana"|"2005"|"2005"|6.1||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"GTM"|"Guatemala"|"2005"|"2005"|66||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"HTI"|"Haiti"|"2006"|"2006"|155||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"HKG"|"China, Hong Kong Special Administrative Region"|"2005"|"2005"|1||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"IND"|"India"|"2005"|"2005"|22||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"JOR"|"Jordan"|"2005"|"2005"|1.1||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"LVA"|"Latvia"|"2005"|"2005"|27||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"LBN"|"Lebanon"|"2005"|"2005"|10||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"LTU"|"Lithuania"|"2005"|"2005"|25.5||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"MKD"|"North Macedonia"|"2005"|"2005"|2.2||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"MLT"|"Malta"|"2005"|"2005"|4.3||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"MUS"|"Mauritius"|"2005"|"2005"|3||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"MDA"|"Republic of Moldova"|"2005"|"2005"|10.3||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"MNG"|"Mongolia"|"2005"|"2005"|6.2||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"NPL"|"Nepal"|"2005"|"2005"|56||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"NIC"|"Nicaragua"|"2005"|"2005"|85||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"NER"|"Niger"|"2005"|"2005"|6||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"NGA"|"Nigeria"|"2005"|"2005"|0.3||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"PSE"|"Palestine"|"2005"|"2005"|32||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"PAK"|"Pakistan"|"2005"|"2005"|0.7||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"PAN"|"Panama"|"2005"|"2005"|45||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"PNG"|"Papua New Guinea"|"2005"|"2005"|42||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"PRY"|"Paraguay"|"2005"|"2005"|235||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"PER"|"Peru"|"2005"|"2005"|1144||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"ROU"|"Romania"|"2005"|"2005"|150||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"LCA"|"Saint Lucia"|"2005"|"2005"|4.5||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"VCT"|"Saint Vincent and the Grenadines"|"2006"|"2006"|9||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"ZAF"|"South Africa"|"2005"|"2005"|5||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"SUR"|"Suriname"|"2005"|"2005"|19.5||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"TZA"|"United Republic of Tanzania"|"2005"|"2005"|18.5||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"TGO"|"Togo"|"2005"|"2005"|39.5||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"UGA"|"Uganda"|"2005"|"2005"|49.5||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"UKR"|"Ukraine"|"2005"|"2005"|22||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"URY"|"Uruguay"|"2005"|"2005"|10.4||
"BRBIPRPU_RA"|"Ratio of private to government (public) radio institutions"|"XDN"|"Sudan (pre-secession)"|"2005"|"2005"|0.2||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"AUT"|"Austria"|"2005"|"2005"|73||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"CZE"|"Czechia"|"2005"|"2005"|105||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"FRA"|"France"|"2005"|"2005"|13||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"HUN"|"Hungary"|"2005"|"2005"|2.9||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"ISL"|"Iceland"|"2005"|"2005"|9||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"KOR"|"Republic of Korea"|"2005"|"2005"|16.8||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"LUX"|"Luxembourg"|"2005"|"2005"|1||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"NOR"|"Norway"|"2005"|"2005"|19.5||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"POL"|"Poland"|"2005"|"2005"|24||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"PRT"|"Portugal"|"2006"|"2006"|7||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"SVK"|"Slovakia"|"2005"|"2005"|92||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"SWE"|"Sweden"|"2005"|"2005"|81.5||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"TUR"|"Turkey"|"2005"|"2005"|528||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"ALB"|"Albania"|"2005"|"2005"|73||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"ABW"|"Aruba"|"2005"|"2005"|2||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"AZE"|"Azerbaijan"|"2005"|"2005"|7.5||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"BIH"|"Bosnia and Herzegovina"|"2005"|"2005"|3.2||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"BRA"|"Brazil"|"2005"|"2005"|9||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"CMR"|"Cameroon"|"2005"|"2005"|80||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"CHL"|"Chile"|"2004"|"2004"|124||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"COL"|"Colombia"|"2006"|"2006"|2.8||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"CIV"|"Côte d'Ivoire"|"2005"|"2005"|0.3||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"HRV"|"Croatia"|"2005"|"2005"|15||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"CYP"|"Cyprus"|"2005"|"2005"|12||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"COD"|"Democratic Republic of the Congo"|"2005"|"2005"|42||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"DJI"|"Djibouti"|"2004"|"2004"|1||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"DOM"|"Dominican Republic"|"2005"|"2005"|45||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"ECU"|"Ecuador"|"2005"|"2005"|49.8||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"EGY"|"Egypt"|"2005"|"2005"|7||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"GHA"|"Ghana"|"2005"|"2005"|13||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"GTM"|"Guatemala"|"2005"|"2005"|15.5||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"HTI"|"Haiti"|"2006"|"2006"|31||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"HKG"|"China, Hong Kong Special Administrative Region"|"2005"|"2005"|2.5||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"IND"|"India"|"2005"|"2005"|82||
"BRBIPRPU_TV"|"Ratio of private to government (public) television institutions"|"JAM"|"Jamaica"|"2005"|"2005"|3||
